gene_id	name	chr	start	end	strand	is_cancer_gene_census
3199	C2orf72	2	231037490.0	231049719.0	1.0	
3200	PSMD1	2	231056864.0	231172827.0	1.0	
3201	HTR2B	2	231108230.0	231125118.0	-1.0	
3202	ARMC9	2	231198546.0	231374837.0	1.0	
3203	B3GNT7	2	231395543.0	231401164.0	1.0	
3204	NCL	2	231453531.0	231483641.0	-1.0	
3205	SNORA75	2	231455800.0	231455936.0	-1.0	
3206	LINC00471	2	231508426.0	231514339.0	-1.0	
3207	NMUR1	2	231523160.0	231530495.0	-1.0	
3208	PTMA	2	231706895.0	231713541.0	1.0	
3209	PDE6D	2	231732425.0	231786272.0	-1.0	
3210	COPS7B	2	231781671.0	231809254.0	1.0	
3211	NPPC	2	231921820.0	231926403.0	-1.0	
3212	DIS3L2	2	231961245.0	232344350.0	1.0	
3213	ALPP	2	232378534.0	232382889.0	1.0	
3214	ALPPL2	2	232406843.0	232410714.0	1.0	
3215	ALPI	2	232456123.0	232460032.0	1.0	
3216	ECEL1	2	232479827.0	232487828.0	-1.0	
3217	CHRND	2	232525993.0	232536667.0	1.0	
3218	CHRNG	2	232539727.0	232546403.0	1.0	
3219	TIGD1	2	232547968.0	232550592.0	-1.0	
3220	EIF4E2	2	232550052.0	232583644.0	1.0	
3221	EFHD1	2	232606057.0	232682781.0	1.0	
3222	GIGYF2	2	232697299.0	232860575.0	1.0	
3223	KCNJ13	2	232766464.0	232776568.0	-1.0	
3224	C2orf82	2	232857270.0	232878708.0	1.0	
3225	NGEF	2	232878686.0	233013272.0	-1.0	
3226	NEU2	2	233032672.0	233035057.0	1.0	
3227	INPP5D	2	233059967.0	233207903.0	1.0	
3228	ATG16L1	2	233210051.0	233295674.0	1.0	
3229	SAG	2	233307816.0	233347055.0	1.0	
3230	DGKD	2	233354507.0	233472104.0	1.0	
3231	USP40	2	233475520.0	233566782.0	-1.0	
3232	UGT1A8	2	233617645.0	233773310.0	1.0	
3233	UGT1A10	2	233636454.0	233773305.0	1.0	
3234	UGT1A9	2	233671853.0	233773300.0	1.0	
3235	UGT1A7	2	233681938.0	233773299.0	1.0	
3236	UGT1A6	2	233691607.0	233773300.0	1.0	
3237	UGT1A5	2	233712992.0	233773299.0	1.0	
3238	UGT1A4	2	233718778.0	233773299.0	1.0	
3239	UGT1A3	2	233729108.0	233773299.0	1.0	
3240	UGT1A1	2	233760248.0	233773299.0	1.0	
3241	MROH2A	2	233775679.0	233833423.0	1.0	
3242	HJURP	2	233833416.0	233854566.0	-1.0	
3243	MSL3P1	2	233865437.0	233868444.0	-1.0	
3244	TRPM8	2	233917398.0	234019522.0	1.0	
3245	SPP2	2	234050679.0	234077134.0	1.0	
3246	ARL4C	2	234493041.0	234497053.0	-1.0	
3247	SH3BP4	2	234951973.0	235055714.0	1.0	
3248	AGAP1	2	235494089.0	236131800.0	1.0	
3249	GBX2	2	236165236.0	236168369.0	-1.0	
3250	ASB18	2	236194872.0	236264409.0	-1.0	
3251	IQCA1	2	236324147.0	236507542.0	-1.0	
3252	ACKR3	2	236567787.0	236582358.0	1.0	True
3253	COPS8	2	237085312.0	237100466.0	1.0	
3254	COL6A3	2	237324003.0	237414375.0	-1.0	
3255	MLPH	2	237485428.0	237555318.0	1.0	
3256	PRLH	2	237566574.0	237567175.0	1.0	
3257	RAB17	2	237574322.0	237601614.0	-1.0	
3258	LRRFIP1	2	237627576.0	237813682.0	1.0	
3259	RBM44	2	237798389.0	237842808.0	1.0	
3260	RAMP1	2	237858893.0	237912114.0	1.0	
3261	UBE2F	2	237966827.0	238042782.0	1.0	
3262	SCLY	2	238060889.0	238099413.0	1.0	
3263	ESPNL	2	238100157.0	238133287.0	1.0	
3264	KLHL30	2	238138722.0	238152947.0	1.0	
3265	ILKAP	2	238170401.0	238203729.0	-1.0	
3266	HES6	2	238238267.0	238240662.0	-1.0	
3267	PER2	2	238244038.0	238290102.0	-1.0	
3268	TRAF3IP1	2	238320441.0	238400900.0	1.0	
3269	ASB1	2	238426742.0	238452250.0	1.0	
3270	TWIST2	2	238848032.0	238910543.0	1.0	
3271	HDAC4	2	239048168.0	239401654.0	-1.0	
3272	NDUFA10	2	239892450.0	240025402.0	-1.0	
3273	OR6B2	2	240028965.0	240030456.0	-1.0	
3274	PRR21	2	240041813.0	240042982.0	-1.0	
3275	OR6B3	2	240045077.0	240047027.0	-1.0	
3276	OTOS	2	240139026.0	240144562.0	-1.0	
3277	GPC1	2	240435671.0	240468078.0	1.0	
3278	ANKMY1	2	240479422.0	240569209.0	-1.0	
3279	DUSP28	2	240560054.0	240564014.0	1.0	
3280	RNPEPL1	2	240565804.0	240581372.0	1.0	
3281	CAPN10	2	240586716.0	240617705.0	1.0	
3282	GPR35	2	240605431.0	240631259.0	1.0	
3283	AQP12B	2	240676418.0	240682906.0	-1.0	
3284	AQP12A	2	240691845.0	240698483.0	1.0	
3285	KIF1A	2	240713764.0	240820308.0	-1.0	
3286	AGXT	2	240868479.0	240880502.0	1.0	
3287	C2orf54	2	240886048.0	240896889.0	-1.0	
3288	SNED1	2	240998838.0	241095568.0	1.0	
3289	MTERF4	2	241072169.0	241102332.0	-1.0	
3290	PASK	2	241106099.0	241150264.0	-1.0	
3291	PPP1R7	2	241149576.0	241183652.0	1.0	
3292	ANO7	2	241188509.0	241225377.0	1.0	
3293	HDLBP	2	241227264.0	241317061.0	-1.0	
3294	SEPT2	2	241315100.0	241354027.0	1.0	
3295	FARP2	2	241356243.0	241494841.0	1.0	
3296	STK25	2	241492674.0	241509730.0	-1.0	
3297	BOK	2	241551424.0	241574138.0	1.0	
3298	THAP4	2	241584405.0	241637449.0	-1.0	
3299	ATG4B	2	241637213.0	241673857.0	1.0	
3300	DTYMK	2	241675742.0	241686991.0	-1.0	
3301	ING5	2	241687085.0	241729478.0	1.0	
3302	D2HGDH	2	241734579.0	241768816.0	1.0	
3303	GAL3ST2	2	241776825.0	241804208.0	1.0	
3304	NEU4	2	241808825.0	241817413.0	1.0	
3305	PDCD1	2	241849881.0	241858908.0	-1.0	
3306	RTP5	2	241869600.0	241873823.0	1.0	
3307	CHL1	3	196596.0	409417.0	1.0	
3308	CNTN6	3	1092576.0	1404217.0	1.0	
3309	CNTN4	3	2098813.0	3057956.0	1.0	
3310	IL5RA	3	3066326.0	3126613.0	-1.0	
3311	TRNT1	3	3126916.0	3150879.0	1.0	
3312	CRBN	3	3144628.0	3179727.0	-1.0	
3313	SUMF1	3	3700814.0	4467281.0	-1.0	
3314	LRRN1	3	3799437.0	3847703.0	1.0	
3315	SETMAR	3	4303304.0	4317567.0	1.0	
3316	ITPR1	3	4493348.0	4847840.0	1.0	
3317	BHLHE40-AS1	3	4896809.0	4979961.0	-1.0	
3318	BHLHE40	3	4979116.0	4985323.0	1.0	
3319	ARL8B	3	5122220.0	5180912.0	1.0	
3320	EDEM1	3	5187646.0	5219957.0	1.0	
3321	GRM7	3	6770001.0	7741533.0	1.0	
3322	LMCD1	3	8501707.0	8574673.0	1.0	
3323	SSUH2	3	8619400.0	8745040.0	-1.0	
3324	CAV3	3	8733800.0	8841808.0	1.0	
3325	OXTR	3	8750408.0	8769628.0	-1.0	
3326	RAD18	3	8775402.0	8963773.0	-1.0	
3327	SRGAP3	3	8980591.0	9363053.0	-1.0	True
3328	THUMPD3-AS1	3	9349689.0	9398579.0	-1.0	
3329	THUMPD3	3	9362842.0	9386791.0	1.0	
3330	SETD5	3	9397615.0	9479240.0	1.0	
3331	LHFPL4	3	9498361.0	9553802.0	-1.0	
3332	MTMR14	3	9649433.0	9702393.0	1.0	
3333	CPNE9	3	9703807.0	9729908.0	1.0	
3334	BRPF1	3	9731729.0	9748018.0	1.0	
3335	OGG1	3	9749944.0	9788219.0	1.0	
3336	CAMK1	3	9757342.0	9769992.0	-1.0	
3337	TADA3	3	9779860.0	9793011.0	-1.0	
3338	ARPC4	3	9792495.0	9807726.0	1.0	
3339	TTLL3	3	9808086.0	9855138.0	1.0	
3340	RPUSD3	3	9837849.0	9844602.0	-1.0	
3341	CIDEC	3	9866711.0	9880254.0	-1.0	
3342	JAGN1	3	9890554.0	9894349.0	1.0	
3343	IL17RE	3	9902612.0	9916402.0	1.0	
3344	IL17RC	3	9917074.0	9933630.0	1.0	
3345	CRELD1	3	9933822.0	9945413.0	1.0	
3346	PRRT3	3	9945542.0	9952394.0	-1.0	
3347	EMC3	3	9962537.0	10011116.0	-1.0	
3348	CIDECP	3	10014238.0	10026365.0	-1.0	
3349	FANCD2	3	10026414.0	10101930.0	1.0	True
3350	FANCD2OS	3	10081317.0	10108231.0	-1.0	
3351	BRK1	3	10115592.0	10127190.0	1.0	
3352	VHL	3	10141008.0	10152220.0	1.0	True
3353	IRAK2	3	10164865.0	10243743.0	1.0	
3354	TATDN2	3	10248023.0	10281218.0	1.0	
3355	GHRL	3	10285675.0	10292947.0	-1.0	
3356	SEC13	3	10293131.0	10321178.0	-1.0	
3357	ATP2B2	3	10324023.0	10708031.0	-1.0	
3358	SLC6A11	3	10816200.0	10940733.0	1.0	
3359	SLC6A1	3	10992724.0	11039247.0	1.0	
3360	HRH1	3	11137093.0	11263557.0	1.0	
3361	ATG7	3	11272309.0	11557665.0	1.0	
3362	VGLL4	3	11556070.0	11771350.0	-1.0	
3363	TAMM41	3	11790442.0	11846919.0	-1.0	
3364	FANCD2P2	3	11859674.0	11891172.0	1.0	
3365	SYN2	3	12004402.0	12191400.0	1.0	
3366	TIMP4	3	12153051.0	12159351.0	-1.0	
3367	GSTM5P1	3	12257801.0	12258460.0	-1.0	
3368	PPARG	3	12287368.0	12434356.0	1.0	True
3369	TSEN2	3	12484432.0	12539623.0	1.0	
3370	MKRN2	3	12557014.0	12583713.0	1.0	
3371	RAF1	3	12583601.0	12664226.0	-1.0	True
3372	TMEM40	3	12733525.0	12769457.0	-1.0	
3373	KRT18P17	3	12787393.0	12788671.0	-1.0	
3374	CAND2	3	12796472.0	12871916.0	1.0	
3375	RPL32	3	12834485.0	12841588.0	-1.0	
3376	IQSEC1	3	12897220.0	13073117.0	-1.0	
3377	NUP210	3	13316235.0	13420309.0	-1.0	
3378	HDAC11	3	13479724.0	13506424.0	1.0	
3379	FBLN2	3	13549131.0	13638422.0	1.0	
3380	WNT7A	3	13816258.0	13880121.0	-1.0	
3381	FGD5P1	3	13933056.0	13937477.0	1.0	
3382	TPRXL	3	13937273.0	14082811.0	1.0	
3383	CHCHD4	3	14112077.0	14124870.0	-1.0	
3384	TMEM43	3	14124940.0	14143679.0	1.0	
3385	XPC	3	14145147.0	14178783.0	-1.0	True
3386	LSM3	3	14178358.0	14201119.0	1.0	
3387	SLC6A6	3	14402576.0	14489349.0	1.0	
3388	GRIP2	3	14489111.0	14556075.0	-1.0	
3389	CCDC174	3	14651746.0	14672659.0	1.0	
3390	C3orf20	3	14675099.0	14773034.0	1.0	
3391	FGD5	3	14810853.0	14934565.0	1.0	
3392	NR2C2	3	14947584.0	15053600.0	1.0	
3393	MRPS25	3	15042460.0	15065335.0	-1.0	
3394	RBSN	3	15070073.0	15099163.0	-1.0	
3395	COL6A4P1	3	15151833.0	15205959.0	-1.0	
3396	CAPN7	3	15206152.0	15252918.0	1.0	
3397	SH3BP5	3	15254853.0	15341368.0	-1.0	
3398	METTL6	3	15381275.0	15440566.0	-1.0	
3399	EAF1	3	15427355.0	15450635.0	1.0	
3400	COLQ	3	15450133.0	15521751.0	-1.0	
3401	HACL1	3	15560704.0	15601852.0	-1.0	
3402	BTD	3	15601341.0	15645822.0	1.0	
3403	ANKRD28	3	15667236.0	15859771.0	-1.0	
3404	MIR563	3	15873771.0	15873849.0	1.0	
3405	GALNT15	3	16174649.0	16231992.0	1.0	
3406	DPH3	3	16257978.0	16264972.0	-1.0	
3407	OXNAD1	3	16265160.0	16350299.0	1.0	
3408	RFTN1	3	16313574.0	16514026.0	-1.0	
3409	DAZL	3	16586792.0	16670306.0	-1.0	
3410	PLCL2	3	16802651.0	17090594.0	1.0	
3411	TBC1D5	3	17157162.0	18444817.0	-1.0	
3412	SATB1	3	18345387.0	18445588.0	-1.0	
3413	RAD23BP1	3	18538673.0	18539899.0	1.0	
3414	KCNH8	3	19148454.0	19535646.0	1.0	
3415	EFHB	3	19879472.0	19947025.0	-1.0	
3416	RAB5A	3	19947079.0	19985175.0	1.0	
3417	PP2D1	3	19979961.0	20012330.0	-1.0	
3418	KAT2B	3	20040023.0	20154404.0	1.0	
3419	VENTXP7	3	21405737.0	21406508.0	1.0	
3420	ZNF385D	3	21412222.0	22373321.0	-1.0	
3421	HMGB1P5	3	22381819.0	22382929.0	1.0	
3422	UBE2E2	3	23203020.0	23591793.0	1.0	
3423	UBE2E1	3	23805903.0	23891316.0	1.0	
3424	NKIRAS1	3	23891660.0	23946591.0	-1.0	
3425	RPL15	3	23916545.0	23923692.0	1.0	
3426	NR1D2	3	23945260.0	23980618.0	1.0	
3427	LINC00691	3	24096269.0	24103238.0	-1.0	
3428	THRB	3	24117160.0	24495282.0	-1.0	
3429	RARB	3	25174332.0	25597932.0	1.0	
3430	TOP2B	3	25597905.0	25664907.0	-1.0	
3431	NGLY1	3	25718944.0	25790039.0	-1.0	
3432	OXSM	3	25782917.0	25794534.0	1.0	
3433	LINC00692	3	25858533.0	25873700.0	-1.0	
3434	LRRC3B	3	26622806.0	26710776.0	1.0	
3435	NEK10	3	27110085.0	27369460.0	-1.0	
3436	SLC4A7	3	27372721.0	27484420.0	-1.0	
3437	EOMES	3	27715949.0	27722711.0	-1.0	
3438	CMC1	3	28241584.0	28325142.0	1.0	
3439	AZI2	3	28315003.0	28349127.0	-1.0	
3440	ZCWPW2	3	28349146.0	28538122.0	1.0	
3441	RBMS3	3	28574791.0	30010391.0	1.0	
3442	TGFBR2	3	30606502.0	30694142.0	1.0	True
3443	GADL1	3	30726200.0	30894765.0	-1.0	
3444	STT3B	3	31532638.0	31637622.0	1.0	
3445	OSBPL10	3	31657890.0	32077580.0	-1.0	
3446	ZNF860	3	31981771.0	31991628.0	1.0	
3447	GPD1L	3	32105689.0	32168713.0	1.0	
3448	CMTM8	3	32238679.0	32370325.0	1.0	
3449	CMTM7	3	32391671.0	32483067.0	1.0	
3450	CMTM6	3	32481312.0	32503408.0	-1.0	
3451	DYNC1LI1	3	32525971.0	32570874.0	-1.0	
3452	CNOT10	3	32685145.0	32773875.0	1.0	
3453	TRIM71	3	32818018.0	32897826.0	1.0	
3454	CCR4	3	32951574.0	32956349.0	1.0	
3455	GLB1	3	32996608.0	33097230.0	-1.0	
3456	TMPPE	3	33090421.0	33096801.0	-1.0	
3457	CRTAP	3	33113979.0	33147773.0	1.0	
3458	SUSD5	3	33150042.0	33219215.0	-1.0	
3459	FBXL2	3	33277025.0	33403662.0	1.0	
3460	UBP1	3	33388336.0	33441371.0	-1.0	
3461	CLASP2	3	33496245.0	33718356.0	-1.0	
3462	PDCD6IP	3	33798352.0	33869707.0	1.0	
3463	ARPP21	3	35638945.0	35794496.0	1.0	
3464	STAC	3	36380344.0	36548007.0	1.0	
3465	DCLK3	3	36712422.0	36764349.0	-1.0	
3466	TRANK1	3	36826820.0	36945057.0	-1.0	
3467	EPM2AIP1	3	36985043.0	36993168.0	-1.0	
3468	MLH1	3	36993332.0	37050918.0	1.0	True
3469	LRRFIP2	3	37052656.0	37183689.0	-1.0	
3470	GOLGA4	3	37243177.0	37366751.0	1.0	
3471	C3orf35	3	37386269.0	37435497.0	1.0	
3472	ITGA9	3	37452115.0	37823514.0	1.0	
3473	CTDSPL	3	37861960.0	37984469.0	1.0	
3474	VILL	3	37988059.0	38007188.0	1.0	
3475	PLCD1	3	38007496.0	38029762.0	-1.0	
3476	DLEC1	3	38039205.0	38124025.0	1.0	
3477	ACAA1	3	38103129.0	38137242.0	-1.0	
3478	MYD88	3	38138478.0	38143022.0	1.0	True
3479	OXSR1	3	38165089.0	38255488.0	1.0	
3480	SLC22A13	3	38265812.0	38278315.0	1.0	
3481	SLC22A14	3	38282294.0	38318575.0	1.0	
3482	XYLB	3	38346760.0	38421348.0	1.0	
3483	ACVR2B	3	38453851.0	38493142.0	1.0	
3484	EXOG	3	38496127.0	38542161.0	1.0	
3485	SCN5A	3	38548057.0	38649673.0	-1.0	
3486	SCN10A	3	38696802.0	38794010.0	-1.0	
3487	SCN11A	3	38845769.0	38950561.0	-1.0	
3488	WDR48	3	39051998.0	39096671.0	1.0	
3489	GORASP1	3	39096659.0	39108363.0	-1.0	
3490	TTC21A	3	39107704.0	39138903.0	1.0	
3491	CSRNP1	3	39141855.0	39154562.0	-1.0	
3492	XIRP1	3	39183210.0	39192596.0	-1.0	
3493	CX3CR1	3	39263494.0	39281735.0	-1.0	
3494	CCR8	3	39329706.0	39333511.0	1.0	
3495	SLC25A38	3	39383348.0	39397351.0	1.0	
3496	RPSA	3	39406689.0	39412542.0	1.0	
3497	MOBP	3	39467198.0	39529479.0	1.0	
3498	MYRIP	3	39808914.0	40260321.0	1.0	
3499	EIF1B	3	40309684.0	40312424.0	1.0	
3500	ENTPD3	3	40387156.0	40428619.0	1.0	
3501	RPL14	3	40457292.0	40468587.0	1.0	
3502	ZNF619	3	40477113.0	40490236.0	1.0	
3503	ZNF620	3	40505992.0	40518736.0	1.0	
3504	ZNF621	3	40524878.0	40574685.0	1.0	
3505	CTNNB1	3	41194837.0	41260096.0	1.0	True
3506	ULK4	3	41246599.0	41962430.0	-1.0	
3507	TRAK1	3	42013802.0	42225889.0	1.0	
3508	CCK	3	42257825.0	42266207.0	-1.0	
3509	LYZL4	3	42397078.0	42410600.0	-1.0	
3510	VIPR1	3	42489299.0	42537573.0	1.0	
3511	SEC22C	3	42547969.0	42601080.0	-1.0	
3512	SS18L2	3	42581840.0	42595114.0	1.0	
3513	NKTR	3	42600614.0	42648741.0	1.0	
3514	ZBTB47	3	42653684.0	42665854.0	1.0	
3515	KLHL40	3	42685519.0	42692544.0	1.0	
3516	CCDC13	3	42692663.0	42773253.0	-1.0	
3517	HHATL	3	42692663.0	42702827.0	-1.0	
3518	HIGD1A	3	42784298.0	42804531.0	-1.0	
3519	ACKR2	3	42804752.0	42887974.0	1.0	
3520	KRBOX1	3	42809483.0	42942792.0	1.0	
3521	CYP8B1	3	42856005.0	42876165.0	-1.0	
3522	ZNF662	3	42905731.0	42917641.0	1.0	
3523	FAM198A	3	42979267.0	43060211.0	1.0	
3524	POMGNT2	3	43079232.0	43106076.0	-1.0	
3525	SNRK	3	43286512.0	43424764.0	1.0	
3526	ANO10	3	43354859.0	43691594.0	-1.0	
3527	ABHD5	3	43690113.0	43734371.0	1.0	
3528	MIR138-1	3	44114212.0	44114310.0	1.0	
3529	TOPAZ1	3	44241886.0	44332098.0	1.0	
3530	TCAIM	3	44338119.0	44409451.0	1.0	
3531	ZNF445	3	44431720.0	44477670.0	-1.0	
3532	ZNF852	3	44498970.0	44510636.0	-1.0	
3533	ZKSCAN7	3	44555193.0	44594173.0	1.0	
3534	ZNF660	3	44578223.0	44599694.0	1.0	
3535	ZNF197	3	44584888.0	44648471.0	1.0	
3536	ZNF35	3	44648727.0	44660791.0	1.0	
3537	ZNF502	3	44712643.0	44723831.0	1.0	
3538	ZNF501	3	44729596.0	44737083.0	1.0	
3539	KIAA1143	3	44737661.0	44761662.0	-1.0	
3540	KIF15	3	44761717.0	44873376.0	1.0	
3541	TMEM42	3	44861869.0	44865670.0	1.0	
3542	TGM4	3	44874608.0	44914990.0	1.0	
3543	ZDHHC3	3	44915257.0	44976185.0	-1.0	
3544	EXOSC7	3	44975241.0	45036066.0	1.0	
3545	CLEC3B	3	45001548.0	45036071.0	1.0	
3546	CDCP1	3	45082278.0	45146422.0	-1.0	
3547	TMEM158	3	45224466.0	45226278.0	-1.0	
3548	LARS2	3	45388506.0	45549421.0	1.0	
3549	LIMD1	3	45555394.0	45686338.0	1.0	
3550	SACM1L	3	45689056.0	45745424.0	1.0	
3551	SLC6A20	3	45755450.0	45796535.0	-1.0	
3552	LZTFL1	3	45823316.0	45916042.0	-1.0	
3553	CCR9	3	45886504.0	45903177.0	1.0	
3554	FYCO1	3	45917899.0	45995824.0	-1.0	
3555	CXCR6	3	45940933.0	45948353.0	1.0	
3556	XCR1	3	46017024.0	46027742.0	-1.0	
3557	CCR3	3	46163604.0	46266706.0	1.0	
3558	CCR1	3	46201709.0	46208396.0	-1.0	
3559	CCR2	3	46353734.0	46360928.0	1.0	
3560	CCR5	3	46370854.0	46376206.0	1.0	
3561	CCRL2	3	46407163.0	46412997.0	1.0	
3562	LTF	3	46435645.0	46485234.0	-1.0	
3563	RTP3	3	46497491.0	46500949.0	1.0	
3564	LRRC2	3	46515423.0	46580099.0	-1.0	
3565	TDGF1	3	46574534.0	46582463.0	1.0	
3566	ALS2CL	3	46668997.0	46693704.0	-1.0	
3567	TMIE	3	46701333.0	46710886.0	1.0	
3568	PRSS50	3	46712115.0	46717907.0	-1.0	
3569	PRSS46	3	46719583.0	46736429.0	-1.0	
3570	PRSS45	3	46742092.0	46744755.0	-1.0	
3571	PRSS42	3	46829542.0	46834095.0	-1.0	
3572	MYL3	3	46857872.0	46882169.0	-1.0	
3573	PTH1R	3	46877746.0	46903799.0	1.0	
3574	CCDC12	3	46921726.0	46982010.0	-1.0	
3575	NBEAL2	3	46979683.0	47009703.0	1.0	
3576	SETD2	3	47016429.0	47163967.0	-1.0	True
3577	KIF9	3	47228026.0	47283451.0	-1.0	
3578	KLHL18	3	47282917.0	47346816.0	1.0	
3579	PTPN23	3	47381011.0	47413441.0	1.0	
3580	SCAP	3	47413694.0	47477126.0	-1.0	
3581	ELP6	3	47495640.0	47513761.0	-1.0	
3582	CSPG5	3	47562239.0	47580792.0	-1.0	
3583	SMARCC1	3	47585272.0	47782106.0	-1.0	
3584	DHX30	3	47802909.0	47850195.0	1.0	
3585	MAP4	3	47850690.0	48089272.0	-1.0	
3586	CDC25A	3	48157146.0	48188402.0	-1.0	
3587	CAMP	3	48223347.0	48225491.0	1.0	
3588	ZNF589	3	48241100.0	48299253.0	1.0	
3589	NME6	3	48293264.0	48301685.0	-1.0	
3590	SPINK8	3	48306842.0	48328341.0	-1.0	
3591	FBXW12	3	48372219.0	48401259.0	1.0	
3592	PLXNB1	3	48403854.0	48430051.0	-1.0	
3593	CCDC51	3	48432164.0	48440456.0	-1.0	
3594	TMA7	3	48440257.0	48444208.0	1.0	
3595	ATRIP	3	48446710.0	48465716.0	1.0	
3596	TREX1	3	48465811.0	48467645.0	1.0	
3597	SHISA5	3	48467798.0	48504826.0	-1.0	
3598	PFKFB4	3	48517684.0	48562015.0	-1.0	
3599	UCN2	3	48561727.0	48563773.0	-1.0	
3600	COL7A1	3	48564073.0	48595267.0	-1.0	
3601	UQCRC1	3	48599002.0	48610976.0	-1.0	
3602	TMEM89	3	48620759.0	48621855.0	-1.0	
3603	SLC26A6	3	48625723.0	48635493.0	-1.0	
3604	CELSR3	3	48636469.0	48662915.0	-1.0	
3605	NCKIPSD	3	48673844.0	48686364.0	-1.0	True
3606	IP6K2	3	48688003.0	48740353.0	-1.0	
3607	PRKAR2A	3	48744597.0	48847846.0	-1.0	
3608	SLC25A20	3	48856931.0	48898993.0	-1.0	
3609	ARIH2OS	3	48917788.0	48919385.0	-1.0	
3610	ARIH2	3	48918821.0	48986382.0	1.0	
3611	P4HTM	3	48989886.0	49007154.0	1.0	
3612	WDR6	3	49007062.0	49015953.0	1.0	
3613	DALRD3	3	49015488.0	49022293.0	-1.0	
3614	NDUFAF3	3	49020459.0	49023495.0	1.0	
3615	IMPDH2	3	49024325.0	49029408.0	-1.0	
3616	QRICH1	3	49029707.0	49094363.0	-1.0	
3617	QARS	3	49095932.0	49105135.0	-1.0	
3618	USP19	3	49108046.0	49120938.0	-1.0	
3619	LAMB2	3	49121114.0	49133118.0	-1.0	
3620	CCDC71	3	49162535.0	49166321.0	-1.0	
3621	KLHDC8B	3	49171611.0	49176486.0	1.0	
3622	C3orf84	3	49177632.0	49191858.0	-1.0	
3623	CCDC36	3	49198428.0	49258104.0	1.0	
3624	C3orf62	3	49268602.0	49277909.0	-1.0	
3625	USP4	3	49277831.0	49340712.0	-1.0	
3626	GPX1	3	49357176.0	49358600.0	-1.0	
3627	RHOA	3	49359145.0	49412998.0	-1.0	True
3628	TCTA	3	49412206.0	49416475.0	1.0	
3629	AMT	3	49416775.0	49422753.0	-1.0	
3630	NICN1	3	49422946.0	49429326.0	-1.0	
3631	DAG1	3	49468703.0	49535618.0	1.0	
3632	BSN	3	49554489.0	49671545.0	1.0	
3633	APEH	3	49674002.0	49683963.0	1.0	
3634	MST1	3	49683947.0	49689501.0	-1.0	
3635	RNF123	3	49689499.0	49721529.0	1.0	
3636	AMIGO3	3	49716834.0	49719695.0	-1.0	
3637	GMPPB	3	49716844.0	49723951.0	-1.0	
3638	IP6K1	3	49724294.0	49786542.0	-1.0	
3639	CDHR4	3	49790732.0	49799835.0	-1.0	
3640	FAM212A	3	49803254.0	49805030.0	1.0	
3641	UBA7	3	49805207.0	49813946.0	-1.0	
3642	TRAIP	3	49828599.0	49856574.0	-1.0	
3643	CAMKV	3	49857988.0	49870222.0	-1.0	
3644	MST1R	3	49887002.0	49903873.0	-1.0	
3645	MON1A	3	49908862.0	49930173.0	-1.0	
3646	RBM6	3	49940007.0	50100045.0	1.0	
3647	RBM5	3	50088908.0	50119021.0	1.0	
3648	SEMA3F	3	50155045.0	50189075.0	1.0	
3649	GNAT1	3	50191612.0	50196516.0	1.0	
3650	SLC38A3	3	50205246.0	50221486.0	1.0	
3651	GNAI2	3	50226292.0	50259355.0	1.0	
3652	MIR5787	3	50227436.0	50227490.0	1.0	
3653	SEMA3B	3	50267558.0	50277546.0	1.0	
3654	LSMEM2	3	50279027.0	50288114.0	1.0	
3655	IFRD2	3	50287732.0	50292918.0	-1.0	
3656	HYAL3	3	50292831.0	50299468.0	-1.0	
3657	NAT6	3	50296402.0	50299421.0	-1.0	
3658	HYAL1	3	50299889.0	50312381.0	-1.0	
3659	HYAL2	3	50317790.0	50322906.0	-1.0	
3660	TUSC2	3	50320027.0	50328251.0	-1.0	
3661	RASSF1	3	50329782.0	50340980.0	-1.0	
3662	ZMYND10	3	50341110.0	50346852.0	-1.0	
3663	NPRL2	3	50347330.0	50351091.0	-1.0	
3664	CYB561D2	3	50350695.0	50358460.0	1.0	
3665	TMEM115	3	50354749.0	50359610.0	-1.0	
3666	CACNA2D2	3	50362799.0	50504244.0	-1.0	
3667	C3orf18	3	50558025.0	50571027.0	-1.0	
3668	HEMK1	3	50569152.0	50596168.0	1.0	
3669	CISH	3	50606490.0	50611831.0	-1.0	
3670	MAPKAPK3	3	50611520.0	50649297.0	1.0	
3671	DOCK3	3	50675241.0	51384198.0	1.0	
3672	MANF	3	51385047.0	51389397.0	1.0	
3673	RBM15B	3	51391268.0	51397908.0	1.0	
3674	RAD54L2	3	51541144.0	51668667.0	1.0	
3675	TEX264	3	51662693.0	51704323.0	1.0	
3676	GRM2	3	51707070.0	51718613.0	1.0	
3677	IQCF6	3	51778561.0	51779187.0	-1.0	
3678	IQCF3	3	51817604.0	51830856.0	1.0	
3679	IQCF2	3	51861629.0	51863424.0	1.0	
3680	IQCF5	3	51873721.0	51875584.0	-1.0	
3681	IQCF1	3	51894876.0	51903335.0	-1.0	
3682	RRP9	3	51933430.0	51941941.0	-1.0	
3683	PARP3	3	51942345.0	51948867.0	1.0	
3684	GPR62	3	51955314.0	51957504.0	1.0	
3685	PCBP4	3	51957454.0	51974016.0	-1.0	
3686	ABHD14B	3	51968510.0	51983409.0	-1.0	
3687	ABHD14A	3	51971426.0	51981199.0	1.0	
3688	ABHD14A-ACY1	3	51974706.0	51989183.0	1.0	
3689	ACY1	3	51983278.0	51989202.0	1.0	
